morphemes,count
проституй,1
iнтeлiгiбель,1
простираль,1
простирал,1
бранд,1
брамсель,1
брамін,1
iнтелiгенц,1
брайл,1
iнтелiгент,1
iнтeлiгeнт,1
iнтeлeкт,1
іссімо,1
ишн,1
сніт,1
оребль,1
іприт,1
глис,1
пооти,1
протет,1
снид,1
iнтepпeл,1
ботул,1
ботріо,1
oнaл,1
ізир,1
босфор,1
бостон,1
нaці,1
боскет,1
iнтepнaт,1
піп,1
товил,1
бестія,1
iнтернат,1
протисто,1
борсук,1
бородін,1
прошк,1
вень,1
інтерміт,1
прочан,1
проч,1
процедур,1
медiя,1
хук,1
холодь,1
холодження,1
важен,1
сиіл,1
профес,1
онок,1
медій,1
прясель,1
пряжк,1
пряжки,1
пряжеч,1
пряженн,1
прюнел,1
прутт,1
пруст,1
інтермед,1
пружин,1
прояв,1
шляп,1
iнтepеc,1
борть,1
iнтepвенц,1
iнт,1
iнтим,1
iвнич,1
ac,1
яю,1
юp,1
пcу,1
дiзio,1
офізик,1
псило,1
події,1
iнтцм,1
готик,1
герої,1
псамо,1
псалом,1
берод,1
бородавоч,1
бородавк,1
борн,1
дep,1
cекc,1
боржом,1
інтерпрет,1
бордюр,1
бордо,1
iнтерпрет,1
інтерполь,1
пубертат,1
пуантил,1
пуанс,1
пуансон,1
бонбоньер,1
iнтерпол,1
бомбей,1
бомбак,1
пульмон,1
пульман,1
пульк,1
пуль,1
пуляр,1
пулярд,1
пулков,1
пулеч,1
алн,1
пудов,1
інтерпел,1
пyг,1
пуцолан,1
пуф,1
путь,1
пустуль,1
грак,1
пупяноч,1
пупянoк,1
пупін,1
пунш,1
пунсон,1
пунктуацій,1
сніч,1
пуніч,1
бонн,1
слабий,1
бонвіван,1
пшінк,1
пши,1
о-пирій,1
ичка,1
пчіл,1
скоруб,1
скомл,1
пхиць,1
пхеньян,1
пхе,1
iнтро,1
пx,1
пушкар,1
пушк,1
пучеч,1
пуць,1
cпeкт,1
боліт,1
інтриж,1
болівієць,1
ещ,1
овеньк,1
cьк,1
рабат,1
пят,1
iптpиг,1
кoпiєч,1
п'яс,1
п'явоч,1
п'явк,1
інтра,1
пшін,1
iнфopм,1
фep,1
iнтеp,1
iзoтоп,1
гoнio,1
гaзет,1
бio,1
aнтен,1
засік,1
aкycт,1
радицир,1
радикул,1
радикал-,1
радикал,1
iон,1
рабин,1
іоній,1
мepeж,1
мaяк,1
ýюч,1
лoт,1
інфляцій,1
інфінітив,1
лец,1
інфантил,1
кocм,1
кoнцеpт,1
кoнтaкт,1
кoмiтет,1
кoмeпт,1
кoмeнт,1
кaнaл,1
бокаль,1
інул,1
боїщ,1
інтуїц,1
іригац,1
колй,1
peдaкц,1
пpoгpам,1
oмл,1
xопл,1
пeпeг,1
ipигат,1
пeлeнг,1
пелeнг,1
мyт,1
aж,1
рaдio,1
торій,1
тoкc,1
cтaнція,1
cпpав,1
спектакль,1
cлух,1
cиcтем,1
cигнал,1
pупop,1
рубк,1
ість',1
боєн,1
бодн,1
бодень,1
ipx,1
рай-,1
pаї,1
разоч,1
разок,1
разін,1
разинк,1
ірбіс,1
рад-,1
радомишль,1
вектop,1
yc-,1
pадi,1
тепe,1
фoтo,1
фoгo,1
точк,1
eцв,1
paн,1
ранжир,1
ранет,1
рангоут,1
ранг,1
рамол,1
рамі,1
рамбурс,1
ipaп,1
ракурс,1
скорпіон,1
неборак,1
iпoxопоp,1
ракель,1
iпoxoпоp,1
блюмінг,1
мілл,1
боящ,1
богем,1
богдихан,1
богар,1
paпт,1
iпoxонap,1
paпcод,1
рапсовий,1
ccep,1
кова,1
ранц,1
рантух,1
рант,1
ім-,1
pa,1
рачен,1
раціон,1
paцioнaп,1
paцioпaл,1
іскор,1
рахуб,1
рахман,1
ратуш,1
растр,1
pac,1
peгyл,1
бовдур,1
paцioналь,1
бобил,1
бляв,1
paqioпaль,1
блох,1
блокнот,1
іровк,1
бліш,1
бліц,1
aмпут,1
paqioпaп,1
peaкц,1
aкцeнт,1
paдяцiя,1
aгент,1
рдесник,1
рв'я,1
рвій,1
ipoкезь,1
блінт,1
ipoкез,1
ірод,1
трибунал,1
"ння,",1
ревнив,1
pев,1
ревізь,1
peвіз,1
peвеpc,1
ревен,1
ревель,1
іркут,1
ребруват,1
aнім,1
ipиг,1
peдаки,1
peдакт,1
peгy,1
гpеc,1
peгoт,1
регіт,1
pегiт,1
регістр,1
peгicтp,1
peгiонp,1
apн,1
peгioн,1
регіон,1
регімент,1
peгiмeпт,1
регб,1
резиденц,1
резидент,1
резервуар,1
ipиз,1
ipигац,1
резед,1
режисер,1
рeєcтp,1
peєcгp,1
редьк,1
запорозь,1
редуктор,1
запорож,1
редис,1
редеч,1
демаркація,1
поломен,1
зйч,1
бленорей,1
блекот,1
блат,1
цель,1
пopт,1
результ,1
резорция,1
резорбцій,1
резольво,1
резолюц,1
резолют,1
резист,1
резистив,1
поєм,1
устроєн,1
ослов,1
благуо,1
aмepцк,1
icпaн,1
реконвалесценц,1
реконвалесцент,1
ицій,1
реквієм,1
яці,1
кaпiтyл,1
таг,1
рейтар,1
рейс,1
icланд,1
реин,1
єітум,1
ябвл,1
біт,1
пирієн,1
бірюз,1
релін,1
релікт,1
релаксацій,1
рекурент,1
peкyпep,1
пйл,1
peктop,1
рекреацій,1
рекреатив,1
веpcія,1
icтот,1
пiтeрат,1
біот,1
грун-т,1
рент,1
peнтгeн,1
ap-хів,1
ренет,1
о-механ,1
icгop,1
ремінь-,1
icгep,1
ремен,1
ремез,1
реманент,1
блават,1
іноз,1
репсов,1
peпpеc,1
алії,1
peпpec,1
peпopт,1
peплiк,1
peпeт,1
пepдop,1
репертуар,1
репер,1
peпap,1
репар,1
xоpд,1
cтат,1
бірон,1
біробіджан,1
ретяз,1
спект,1
реторт,1
ретин,1
ретикул,1
рет,1
істер,1
pecтop,1
icтep,1
icтер,1
icгеp,1
cоpб,1
icтеp,1
іссик-куль,1
рептуш,1
рептиль,1
-зa,1
нуж,1
бінокуляр,1
бінар,1
бімс,1
iтp,1
ш-,1
більйон,1
більд,1
iгepац,1
iгepaг,1
рефрактер,1
peдopм,1
peфep,1
yтил,1
ретязь,1
ригель,1
iгepaт,1
о-рожев,1
iталь,1
iгал,1
pиг,1
їдь,1
-решіт,1
запащ,1
реченн,1
іент,1
peпec,1
запасоч,1
рецепц,1
гам'ят,1
pеx,1
рискува,1
рисен,1
рир,1
заноз,1
ринк,1
ринв,1
католи-,1
надт,1
риль,1
ризь,1
йoг,1
рижій,1
рижієв,1
рижев,1
ридикюль,1
iшiат,1
ріви,1
брис,1
орніс,1
білизн,1
іхті,1
бізнес,1
бізань-,1
дален,1
вагий,1
ричаж,1
ixтiо,1
iyд,1
ітр,1
унч,1
рисс,1
рисоч,1
робін,1
робінзон,1
робач,1
робак,1
рішен,1
оксан,1
piп,1
piпaч,1
ріпак,1
океанн,1
манітт,1
різя,1
корія,1
обарв,1
рiз,1
рісн,1
мйсл,1
бівуач,1
бівач,1
бібул,1
рогозин,1
рогіж,1
олень,1
ач-,1
рогал,1
замш,1
мотил,1
ровен,1
робот,1
робленн,1
роблен,1
янськ,1
ріць,1
рожн,1
-золотий,1
роєч,1
роєць,1
родось,1
родон,1
кабін,1
родов,1
роди,1
родзиноч,1
родезій,1
рoд,1
родан,1
подібний,1
рого,1
возк,1
кабич,1
вданий,1
вихри,1
веселений,1
верстува,1
ича,1
вантажен,1
бутий,1
бути,1
кабестан,1
бомбл,1
блискува,1
оти,1
бест,1
розах,1
кабельтов,1
гнизд,1
розгляд,1
гладженн,1
кабач,1
кабаць,1
рөз,1
гарячи,1
қабард,1
ую,1
дoз,1
рушення,1
рушен,1
атти,1
воркува,1
волочи,1
дрочен,1
дробиити,1
дракой,1
дор,1
доєнн,1
довбанний,1
роздобри,1
хати,1
кабарг,1
діля,1
роздивл,1
кабаль,1
гулл,1
гублен,1
граба,1
гер,1
увати,1
карячи,1
кабак,1
карбов,1
кадрува,1
грува,1
зяпл,1
зяп,1
зути,1
золочен,1
жати,1
облений,1
розе,1
дум',1
инка,1
роздряп,1
клада,1
таф,1
біблій,1
біб,1
битюг,1
ярник,1
йоркшір,1
йоркшир,1
бирюч,1
цюва,1
кип'ят,1
ливий,1
истий,1
квашен,1
квась,1
розквас,1
кривля,1
креслии,1
кошла,1
ичений,1
костий,1
коряк,1
корчува,1
корков,1
конво,1
колупл,1
колочува,1
колочен,1
аний,1
кокощ,1
кліпл,1
клепува,1
бирк,1
биндюж,1
кавальч,1
билл,1
стоць,1
кавалоч,1
лютува,1
лущен,1
ломлений,1
лизуува,1
лежа,1
кабуль,1
явлений,1
кудовчи,1
кабріолет,1
рез,1
паскудженн,1
палублений,1
середжува,1
середження,1
розбр,1
розов,1
ностник,1
дужуува,1
каблук,1
мрії,1
кабло,1
морожен,1
множен,1
розмарин,1
лючува,1
бироч,1
розрис,1
розрип,1
ратува,1
розрад,1
пустува,1
пуджуува,1
прискуува,1
ряджува,1
поліскува,1
сюдженн,1
плющува,1
плоджен,1
пиндючи,1
пинд,1
очкий,1
замок,1
строчення,1
строєнн,1
юваниий,1
стань,1
овля,1
сочува,1
секречува,1
саджуува,1
замк,1
розрум'ян,1
розруй,1
рicт,1
розрізн,1
чч,1
розрихл,1
рихлений,1
маюва,1
бецман,1
бетонь,1
льнн,1
бета,1
бесур,1
бессараб,1
берч,1
бертранд,1
толкуува,1
мачен,1
ачений,1
тісува,1
мандюр,1
таскува,1
строчи,1
христува,1
христа,1
ходження,1
кадриль,1
кадмій,1
розучи,1
кадмієв,1
трушен,1
труча,1
труска,1
тривожеений,1
кадет,1
точен,1
кадастр,1
торгува,1
торгов,1
кагл,1
рокад,1
poїcт,1
каганч,1
роївн,1
роз'ятр,1
роз'ясн,1
щемля,1
каган,1
кагаль,1
кa,1
чолоп,1
тф,1
чiaн,1
челір,1
ти-,1
залог,1
ротанг,1
рота,1
ростр,1
рoc,1
росомаш,1
росний,1
рослин,1
рoп,1
ропт,1
залік,1
ронгаліт,1
poм,1
ром,1
ромашк,1
рольганг,1
pox,1
бертол,1
берлін,1
берлин,1
беркшир,1
беркл,1
берклян,1
беркиць,1
казначей,1
зна-де,1
бересклет,1
берек,1
рофео,1
ротфронт,1
казимир,1
ротац,1
рукат,1
руі,1
явнич,1
ру,1
явий,1
каземат,1
рудер,1
рубін,1
казбець,1
рубел,1
ану,1
руба,1
рояль,1
рощен,1
рошен,1
pоx,1
бердя́н,1
бердичів,1
бердан,1
казаш,1
ласс,1
рупор,1
какао,1
рундук,1
румпель,1
румб,1
кайстр,1
рулет,1
ять,1
кайом,1
месл,1
ів'я,1
рюш,1
рушнич,1
рушник,1
рушенн,1
руша,1
ручка,1
ручай,1
ручаєць,1
ручаєв,1
кайенн,1
русель,1
русаль,1
pycал,1
берейтор,1
кайданн,1
гзм,1
заль,1
сабеєць,1
сабадил,1
саам,1
ряш,1
калік,1
рях,1
ряст,1
рясоч,1
рясков,1
ряска,1
ряск,1
куцьорбл,1
калачик,1
"а,",1
листий,1
бенефіс,1
бенет,1
каланч,1
бендюж,1
каламутт,1
бемоль,1
інні,1
садження,1
анець,1
cаг,1
калам,1
сагіт,1
сагайдач,1
саван,1
сабур,1
каламар,1
саліч,1
саліпір,1
саламандр,1
саксауль,1
саксаул,1
сакраль,1
саков,1
сакман,1
каламайк,1
сай,1
iвк,1
cаж,1
залізз,1
саєт,1
ледв,1
куги,1
еннa,1
діяльн,1
енин,1
вихвал,1
самб,1
кропи,1
мортал,1
сальто,1
мортале,1
сальто-,1
сальпінг,1
калузь,1
сальвінієв,1
калош,1
калмич,1
салон-,1
хітт,1
бт,1
плідн,1
оплат,1
увачення,1
нняя,1
калмиць,1
зрозум,1
иченн,1
буджува,1
багачува,1
судження,1
калічч,1
родженн,1
ення,1
переченн,1
бельгієць,1
белемн,1
бекон,1
бекман,1
бекеш,1
каліць,1
бейн,1
каліц,1
каліф,1
сандомир,1
сандарак,1
сандаль,1
санато,1
самшит,1
самурай,1
сам-,1
каліфорній,1
каліфорн,1
камар,1
часс,1
caпpo,1
пель,1
сапоні,1
сапон,1
cап,1
сапінд,1
сапер,1
сантал,1
станціі,1
кoмiciя,1
епідемі,1
бельетаж,1
закал,1
хать,1
хатт,1
сарепт,1
сардон,1
камергер,1
сардель,1
сардачин,1
сарган,1
обскур,1
саратов,1
камбуз,1
сарай,1
сапф,1
камб,1
тисап,1
страшш,1
камбяльн,1
сафран,1
сафлор,1
алія,1
камбал,1
заклад,1
закович,1
caтpaп,1
коришм,1
ио,1
иой,1
саркод,1
азм,1
сарж,1
абез,1
свердель,1
свергот,1
їc,1
свекор,1
cвap,1
сварадж,1
заїньк,1
свадь,1
камчадал,1
камуфль,1
ти:,1
свавілл,1
свавіл,1
камс,1
сніжж,1
кампеш,1
свірч,1
камлот,1
iтт,1
свірк,1
зрубан,1
видрук,1
уватий,1
камк,1
свиріпян,1
камзоль,1
свиріл,1
камерун,1
свинчат,1
ушник,1
светр,1
свердлов,1
севр,1
винн,1
прізвищ,1
севіль,1
севастополь,1
свяченн,1
свячен,1
ž,1
свояц,1
колег,1
сволоч,1
камердинер,1
свобід,1
cвіт,1
о-каштан,1
о-кар,1
iнтерес,1
імпон,1
заздалегід,1
секвойя,1
агop,1
ceк,1
сеинер,1
заєць,1
я»,1
сезам,1
седм,1
седимент,1
ceгpeг,1
сегет,1
кандалакш,1
севрюг,1
канв,1
өв,1
канаус,1
сельджуць,1
юць,1
юц,1
селер,1
селекцій,1
селезінк,1
майбр,1
секунд-,1
ийканар,1
секса,1
ceкpeтаp,1
iaт,1
віг,1
пам'ятт,1
бсз,1
камчат,1
сенегаль,1
камчадаль,1
сенбернар,1
ceмiт,1
ceм,1
п'яд,1
семестр,1
семен,1
cio,1
сіо,1
ciо,1
дзигор,1
дзен,1
країсть,1
кантат,1
каналуп,1
ceпт,1
сепс,1
канос,1
канонір,1
кано,1
сенсор,1
сенсибель,1
межж,1
безмат,1
безо,1
безодн,1
канкр,1
каніфоль,1
клопітт,1
канів,1
серн,1
сериц,1
сери,1
канібал,1
ульш,1
стінн,1
піст,1
вічч,1
сердолік,1
сердач,1
гйб,1
сервіль,1
сервіл,1
безлад,1
геге,1
капельдинер,1
здорів,1
cигap,1
бородь,1
сивась,1
сибілянт,1
виділь,1
сечо,1
сеуль,1
цe,1
cepп,1
кань,1
cepпeпт,1
серпанк,1
iйн,1
ити,1
законн,1
згй,1
канчук,1
силі,1
сиктивкар,1
канцон,1
сизуват,1
сизран,1
сидр,1
сидження,1
сиг,1
сигніт,1
cигнaп,1
сигм,1
cигiпo,1
симпл,1
cим,1
сименталь,1
симентал,1
симбір,1
канцеро,1
сильц,1
сильф,1
сильвет,1
силур,1
силумін,1
силосос,1
силон,1
міць,1
міцц,1
о-годин,1
кану,1
кантел,1
грошев,1
грішш,1
гомінь,1
гомінн,1
дран,1
ніпр,1
зи,1
синел,1
сингул,1
синапт,1
синагог,1
єт,1
симфонь,1
симуль,1
капсуль,1
капрон,1
капраль,1
луват,1
синьйор,1
капор,1
каплич,1
капітон,1
капітель,1
синопто,1
синойк,1
синові,1
ітк,1
ийбез,1
хідд,1
безв,1
ciам,1
ciaм,1
сичуж,1
сичуг,1
сифіл,1
ситч,1
гумен,1
сисун,1
сироп,1
cиp,1
оду,1
загс,1
сириция,1
гребелл,1
загарт,1
загон,1
баян,1
баядер,1
баюр,1
загал,1
башлич,1
башк,1
сільц,1
сілезь,1
сілез,1
oнy,1
сізіф,1
04,1
ciєн,1
всіди,1
бин,1
сіам,1
сіракузь,1
oну,1
вoювa,1
cioп,1
cioн,1
тaг,1
cyм,1
пресува,1
cін,1
сінгапур,1
сімячк,1
cім'я,1
твоp,1
литт,1
eї,1
воі,1
бахчисарай,1
карагач,1
караганд,1
юшч,1
кара-богазголь,1
батум,1
батро,1
батраць,1
cин,1
мaн,1
карабах,1
iciпвк,1
сірій,1
cipій,1
cipiє,1
eньк,1
скарг,1
капцан,1
капшуч,1
скальпель,1
скаляр,1
скалубина,1
капч,1
ciш,1
січн,1
карбованч,1
ciцiлiє,1
сіть,1
aтк,1
карачк,1
сіртуч,1
карапуз,1
каракум,1
батон,1
каракуль,1
іг,1
батіаль,1
батист,1
каракиргизь,1
каракиргиз,1
скелет,1
сквар,1
скафандр,1
скау,1
cкагip,1
каракалпач,1
каракалпаць,1
скат,1
cкia,1
нии,1
ски,1
ским,1
кикс,1
кида,1
кep,1
скер,1
скепс,1
кeпк,1
скей,1
завіз,1
скем,1
скелл,1
батрац,1
батрахо,1
чищува,1
клйк,1
склик,1
кпe,1
тинія,1
дерма,1
cкпep,1
еїд,1
клепл,1
скіц,1
скіфянк,1
скіф,1
cкiп,1
и-небудь,1
cкiк,1
скіа,1
скорс,1
cкoд,1
охваць,1
cкop,1
кoпiю,1
конфуж,1
скоморош,1
скоморось,1
скоморос,1
cкoк,1
коєн,1
сковород,1
ця,1
скобот,1
еєн,1
клубл,1
скрипл,1
батареєць,1
баталь,1
вагот,1
батал,1
бaтaл,1
бурян,1
баск,1
кримц,1
скрив,1
cкpeг,1
кpaп,1
краєчк,1
овець,1
кoc,1
коc,1
славк,1
скуфій,1
скутеруд,1
кардинал,1
скупяг,1
карбонар,1
ерн,1
карнал,1
скунс,1
скумбрієв,1
скул,1
карнавк,1
скуги,1
карнаваль,1
скрофуль,1
кpiп,1
сливянк,1
басинет,1
басейн,1
бархан,1
бартолін,1
карлсбад,1
барселон,1
сливина,1
каркас,1
сластьон,1
слас,1
ювання,1
сланиц,1
лізис,1
карель,1
утн,1
слож,1
карел,1
слоїч,1
слої,1
воліч,1
ст-в,1
облуд,1
блудд,1
воїст,1
завод-,1
картер,1
слинь,1
слимач,1
кapтeзян,1
картвель,1
слизуват,1
нюк,1
смерек,1
смар,1
картвел,1
смарагд,1
карст,1
смаль,1
смакува,1
смажен,1
смагл,1
сльозин,1
сляк,1
каррар,1
слюсар-,1
кapпo,1
каротаж,1
барокк,1
барнауль,1
каролінг,1
барко,1
карнот,1
барі,1
кap,1
карна,1
юx,1
карфаген,1
cмiтт,1
брудж,1
смерч,1
смерічч,1
смеріч,1
смеречч,1
cнox,1
cнoп,1
бвя,1
болби,1
сноб,1
cнiз,1
блища,1
cнiд,1
уp,1
падд,1
смух,1
біяч,1
сморід,1
смоль,1
смолен,1
бендюг,1
безпечен,1
карук,1
соєв,1
содал,1
гpiм,1
сов'яч,1
сов'ят,1
картуш,1
совков,1
coвіт,1
совен,1
бpaт,1
потівл,1
собаць,1
картопель,1
жужіль,1
кастіль,1
касозь,1
бареж,1
каситер,1
барвіноч,1
барвінк,1
карюк,1
барач,1
барахол,1
барахл,1
карцино,1
був,1
карцер,1
солан,1
сократ,1
жат,1
катех,1
сомалій,1
катет,1
сольв,1
катерн,1
ярій,1
отвин,1
соло,1
транспорг,1
солодженн,1
coлoв,1
категоряльн,1
солім,1
солец,1
катафаль,1
барж,1
барабан-доз,1
баобаб,1
катар,1
баняч,1
баноч,1
каталіт,1
сонь,1
н́ик,1
ях,1
цесяй,1
сонор,1
сонм,1
каталектич,1
бандюр,1
жолудд,1
aнгаж,1
бандунзь,1
жокей,1
сосон,1
coc,1
жокей-,1
сорочий,1
сороченьк,1
copoча,1
copop,1
янич,1
сопран,1
сопк,1
сопіль,1
яниц,1
бараболь,1
барабол,1
соць,1
coц,1
coцiо,1
фіол,1
нй,1
каупер,1
coиiaп,1
coиiaл,1
coиiал-,1
соціал-демо,1
обов'яза,1
cox,1
софій,1
соте,1
каунась,1
катран,1
католікос,1
кашк,1
спацер,1
yci,1
cп,1
спаст,1
cпаc,1
їад,1
спарж,1
спардеч,1
спаплюж,1
кашкаєць,1
пaпаx,1
пaпax,1
пакощ,1
евиц,1
балач,1
бамбук,1
бальзак,1
балюстрад,1
балхаш,1
балух,1
балон-,1
кашкадарін,1
рея,1
пepey,1
пepеи,1
кашир,1
cпeпeo,1
спелеб,1
спекуль,1
oд,1
спінтари,1
кашемір,1
кашалот,1
спідо,1
звучч,1
рект,1
спиж,1
cпeцiaп,1
cпepм,1
арад,1
бал-,1
ицт,1
балісто,1
балич,1
балик,1
качанн,1
плутува,1
площува,1
сплеска,1
сплен,1
плaт,1
пiт,1
cпipо,1
гpacн,1
кахль,1
спіро,1
спірант,1
cпipаль,1
спіраль,1
iзaція,1
cпipaп,1
спірал,1
спориш,1
ти»,1
ангіє,1
кафтан,1
кафе-,1
кафедр,1
спондиль,1
спондил,1
спондеїчн,1
иан,1
мoг,1
полоти,1
куc,1
споза,1
поєнн,1
повненн,1
справл,1
балат,1
жом,1
балалай,1
жовн,1
жовенуц,1
балагуль,1
балабуш,1
спо,1
cтиг,1
cтереж,1
мен-,1
бвий,1
cнoд,1
споров,1
piд,1
ставропігі,1
ставн,1
йдл,1
стабіло,1
жмутт,1
сса,1
срібр,1
о-син,1
бш,1
спряг,1
спро,1
прискува,1
приса,1
спринць,1
жмуд,1
спринклер,1
ійш,1
стапель,1
cтa,1
станіол,1
стамеск,1
стамбуль,1
жм,1
жмень,1
я-,1
стайер,1
квадрант,1
стадіон,1
каюч,1
cтaгн,1
стагн,1
ставропігій,1
кают,1
кооп,1
стебель,1
стебелл,1
коопеp,1
кооперат,1
стафіл,1
тіє,1
статут,1
у-нoк,1
cтaтc-,1
статор,1
статар,1
віск,1
cгаp,1
cгap,1
бакун,1
їеть,1
жирафяч,1
жираф,1
баклаг,1
жимолост,1
бакаюват,1
бакан,1
кваця,1
кватирк,1
яйв,1
хвіт,1
стельмах,1
стельмась,1
стельмас,1
стелаж,1
cтeгo,1
стернь,1
стерляж,1
стерлінг,1
квїт,1
стержнь,1
стержн,1
стере,1
квис,1
кверул,1
квач,1
стерв,1
степен,1
стеньг,1
ниськ,1
балабон,1
cтoг,1
cтoгн,1
тови,1
стови,1
стовбовий,1
стільч,1
трепет,1
ожи,1
стипль-,1
стипл,1
стимуль,1
стило,1
cтигм,1
стибн,1
мегp,1
cтеxio,1
байрачч,1
жеребяч,1
байрам,1
байбач,1
жеребят,1
байбак,1
жеребя,1
бази,1
базис,1
столипін,1
стокгольм,1
стоїщ,1
їц,1
стодоль,1
стоділь,1
-п'ят,1
кемеров,1
кембрідж,1
стрель,1
стрекул,1
страч,1
дирижабль,1
страт,1
страсбурзь,1
странгул,1
страб,1
cтoяч,1
стохаст,1
сторі́н,1
стопоч,1
стоп-,1
стопка,1
стрипер,1
базипет,1
базилік,1
базидіо,1
кемал,1
базаль,1
базалі,1
кельн,1
баєв,1
бадмінтон,1
кельнер,1
стрикіз,1
стрижн,1
келиш,1
тpeпex,1
стрепет,1
стружее,1
струбция,1
строфант,1
стропиль,1
строп,1
стронціан,1
троєн,1
строг,1
стробіл,1
стрічеч,1
стріх,1
келеш,1
гpiп,1
стрік,1
стpиxн,1
стрихн,1
келех,1
келар,1
янь,1
багор,1
ну!ти,1
кейф,1
багнет,1
стюард,1
cтук,1
студіє,1
желез,1
стручч,1
струс,1
творення,1
желе,1
стру,1
кк,1
вој,1
жезл,1
суб',1
анич,1
субрет,1
керамзит,1
керамз,1
кептар,1
стьожеч,1
стябл,1
звyч,1
кiвiц,1
saгaт,1
багдад,1
кено,1
cyє,1
багато,1
кенієць,1
кенігсберзь,1
суе,1
судь,1
судно,1
суднов,1
cyп,1
суден,1
ебник,1
кенгур,1
судак,1
голосся,1
сyгеcт,1
сугак,1
ацтек,1
ацил,1
ацетон,1
ацетилен,1
суньятсен,1
жигул,1
ятт,1
килим-,1
мicт,1
мiж,1
київ,1
сумах,1
сулем,1
сукр,1
суконь,1
кизйль,1
супрематист,1
азіат,1
кизил,1
супостат,1
супорт,1
киг,1
кибит,1
пiм,1
кибалоч,1
кефір,1
нича,1
eлiт,1
apбiтр,1
aвіа,1
кефаль,1
ашхабад,1
сусід,1
сусаль,1
сусак,1
дар'я,1
сурхан-,1
сурогат,1
сур,1
керч,1
женев,1
сурик,1
суржик,1
сурдут,1
китаяноч,1
китаянк,1
воджуува,1
воджа,1
китаєч,1
китаєць,1
китаєв,1
кисть,1
бабезі,1
кисень,1
тен,1
о-труд,1
icтoр,1
cпiпв,1
cпiл,1
кирз,1
суспензивн,1
киргизь,1
oи,1
oнвк,1
киргиз,1
сфалер,1
суят,1
aгп,1
кират,1
сучч,1
сухум,1
cтій,1
пiтт,1
жилл,1
вiтт,1
вiтp,1
сухар,1
cух,1
кипл,1
сутк,1
xвaт,1
жахт,1
бабак,1
жардиньер,1
аут,1
аутбред,1
аурео,1
ауль,1
жалюзі,1
кишинів,1
xвaп,1
харапудж,1
схамену,1
сфраг,1
киць,1
cдiгмo,1
китятк,1
табель-,1
стартер,1
табат,1
кік,1
кізяч,1
сюїт,1
кізяк,1
сцієнт,1
сцифо,1
сциф,1
кізер,1
схолі,1
cxiп,1
xiд,1
хйл,1
ятор,1
ауди,1
кіб,1
кібер,1
аттіч,1
аттіц,1
атроп,1
атрибуц,1
кияк,1
атрамент,1
атракціон,1
табуля,1
фac,1
cюp,1
сюртук,1
таблетува,1
киюр,1
кишлач,1
таджич,1
тагіль,1
тагіл,1
таганрозь,1
тагаль,1
таврід,1
сьорба,1
кишлак,1
ий-так,1
порож-н,1
таволг,1
жбурл,1
табум,1
ятур,1
талди-курган,1
талась,1
талас,1
талан-,1
талала,1
талабан,1
тактиль,1
таксов,1
aтт,1
ий-то,1
тайстр,1
тайпо,1
таймо,1
eпцcкoп,1
тайж,1
тайван,1
атол,1
чй,1
aтecт,1
атеро,1
атером,1
атеню,1
гe,1
таляноч,1
талянк,1
aльн,1
таляр,1
єпapxi,1
таллін,1
талісман,1
талій,1
кiн,1
амфібія,1
танк-,1
нк,1
тангут,1
тангір,1
тангенц,1
тангент,1
гpаcн,1
танагр,1
кімері,1
таміль,1
тамбов,1
тамариск,1
тамаринд,1
тамарикс,1
ізатор,1
таратай,1
таратаєч,1
кімваль,1
тарань,1
тарантул,1
кімберл,1
таранк,1
тарадай,1
тарадаєч,1
кімбанг,1
кі́ль,1
тапоч,1
тапер,1
тао,1
юльк,1
тантьем,1
кікс,1
асуан,1
корекц,1
а-тоp,1
яастро,1
сеанс,1
кіноо,1
тархан,1
тартин,1
тартач,1
тартак,1
тарлатан,1
лектор,1
тарілч,1
індустрія,1
епопея,1
тачанк,1
таци,1
тaxо,1
тax,1
кіновар,1
тaxi,1
тахеб,1
тафт,1
тафо,1
тaутo,1
тауто,1
тату,1
татуїровк,1
єфрейтор,1
тась,1
атакс,1
тейярд,1
тейлор,1
тев,1
тебаїн,1
есентук,1
твicт,1
твин,1
твер,1
ерусалим,1
тбілісь,1
ташкент,1
ташаузь,1
тачков,1
тачк,1
epeг,1
тачаноч,1
ерепен,1
астраль,1
єпітимій,1
клаві,1
астек,1
астаз,1
ассірі,1
клавят,1
кітв,1
телімб,1
кістр,1
сателіт,1
реестр,1
бінокль,1
текто,1
тект,1
тенсіо,1
кісс,1
тензо,1
абад,1
стокер,1
κінч,1
тендер-,1
тенард,1
iот,1
о-сив,1
о-руд,1
тембр,1
кiпp,1
тель-авів,1
κіп,1
acтpo,1
терикон,1
кіпер,1
кінць,1
терат,1
єнісей,1
теракот,1
опродукт,1
односий,1
cтапиія,1
обуд,1
теплич,1
тeo,1
теоp,1
єнакіїв,1
теб,1
тент,1
терміт,1
єлизавет,1
жавел,1
accipiєць,1
аспір,1
аспід,1
аспергіль,1
жабяч,1
coцiюва,1
piг,1
клап-,1
кланд,1
терли,1
теріо,1
тері,1
терилен,1
клаксон,1
coпaпc,1
аско,1
клак,1
клайпед,1
симіль,1
тест-,1
отес,1
терпуж,1
терпуг,1
ячка,1
терпін,1
терпен,1
теро,1
тepм,1
антрацит,1
клавіш,1
тибар,1
ceгpeгаp,1
клавір,1
керів,1
